a.accountNumber,a.pagerank,a.degree,a.in_degree,a.out_degree,a.betweenness,a.community_id,a.community_size,a.triangle_count,a.cycle_count,a.intermediate_accounts,a.is_fraud,a.fraud_score
ACC08160,0.8694851011680359,3.0,6.0,3.0,54919.352787541015,5077,376,0,0,1,0,0.5058185201644262
ACC00077,0.8203582628252403,3.0,6.0,3.0,37926.00339630095,5077,376,0,0,1,0,0.5058185201644262
ACC00217,0.6681824847038005,3.0,6.0,3.0,8093.5562659308025,5018,678,0,0,1,0,0.5058185201644262
ACC00301,1.142021457083893,3.0,6.0,3.0,48516.899271692484,7266,168,0,0,1,0,0.5058185201644262
ACC00366,1.1756839213386099,3.0,6.0,3.0,36975.86975143649,3568,865,0,0,1,0,0.5058185201644262
ACC00471,1.7429042301195343,3.0,6.0,3.0,62350.46639939138,3668,708,0,0,1,0,0.5058185201644262
ACC00746,1.1780701596549477,3.0,6.0,3.0,44075.15082537995,8946,401,0,0,1,0,0.5058185201644262
ACC00945,0.7043692513165971,3.0,6.0,3.0,32820.5411610891,5615,410,0,0,1,0,0.5058185201644262
ACC00950,0.634400825500462,3.0,6.0,3.0,33763.43570876736,1453,312,0,0,1,0,0.5058185201644262
ACC00968,0.6820423894824414,3.0,6.0,3.0,26282.111132545866,3568,865,0,0,1,0,0.5058185201644262
ACC02833,0.870191575909495,6.0,6.0,6.0,66592.57974164144,6870,959,1,0,1,0,0.5050083326389467
ACC09275,1.2646669555651957,6.0,6.0,6.0,39874.281386592884,8492,679,1,0,1,0,0.5050083326389467
ACC08234,0.7069148247539917,6.0,6.0,6.0,56591.50397796668,7266,168,1,0,1,0,0.5050083326389467
ACC08515,0.84319671679083,6.0,6.0,6.0,53021.62180269792,2535,424,1,0,1,0,0.5050083326389467
ACC01826,0.485489199241642,6.0,6.0,6.0,32244.375160844087,4657,406,1,0,1,0,0.5050083326389467
ACC01658,0.3700747098412793,4.0,3.0,4.0,11762.10853240625,6803,545,1,0,1,0,0.5042979574346522
ACC07350,0.33287700951139193,4.0,3.0,4.0,10904.722707926965,7356,726,1,0,1,0,0.5042979574346522
ACC07203,0.8079874048194206,5.0,7.0,5.0,54854.71678034127,7356,726,0,0,1,0,0.504156945254562
ACC07459,1.3380534716140715,5.0,7.0,5.0,62110.274515881334,6200,433,0,0,1,0,0.504156945254562
ACC07471,1.2485864571018501,5.0,7.0,5.0,69487.19867507185,8946,401,0,0,1,0,0.504156945254562
ACC07593,1.6018159790161346,5.0,7.0,5.0,56643.76653344547,8492,679,0,0,1,0,0.504156945254562
ACC07605,1.219974303877791,5.0,7.0,5.0,49344.05657424881,6803,545,0,0,1,0,0.504156945254562
ACC07912,1.3399630585635507,5.0,7.0,5.0,44380.375052234085,7266,168,0,0,1,0,0.504156945254562
ACC07979,1.5264025622531305,5.0,7.0,5.0,84831.72339913207,3792,232,0,0,1,0,0.504156945254562
ACC08019,0.9982310048448771,5.0,7.0,5.0,37925.54152153022,7356,726,0,0,1,0,0.504156945254562
ACC08089,0.8601388212864564,5.0,7.0,5.0,14668.39585617435,6803,545,0,0,1,0,0.504156945254562
ACC08135,0.7831435594808531,5.0,7.0,5.0,36681.65886060552,3568,865,0,0,1,0,0.504156945254562
ACC02122,1.2067300730135453,5.0,7.0,5.0,65322.47706337939,8492,679,0,0,1,0,0.504156945254562
ACC02165,1.1345732764532641,5.0,7.0,5.0,53361.58856066641,8492,679,0,0,1,0,0.504156945254562
ACC02267,1.188422758261034,5.0,7.0,5.0,74137.48047279636,5077,376,0,0,1,0,0.504156945254562
ACC02394,1.2112197488097327,5.0,7.0,5.0,35853.21842572488,2535,424,0,0,1,0,0.504156945254562
ACC02503,1.166881792626266,5.0,7.0,5.0,37643.3265088918,4657,406,0,0,1,0,0.504156945254562
ACC02702,1.1234626049370116,5.0,7.0,5.0,58552.477083884536,8946,401,0,0,1,0,0.504156945254562
ACC02708,1.417880039297459,5.0,7.0,5.0,19630.154028991863,6803,545,0,0,1,0,0.504156945254562
ACC02821,0.6919147654249177,5.0,7.0,5.0,52823.011173188504,3038,126,0,0,1,0,0.504156945254562
ACC02834,0.9745619859167581,5.0,7.0,5.0,57698.98570213122,5073,591,0,0,1,0,0.504156945254562
ACC02998,1.9733783512719882,5.0,7.0,5.0,60972.19233049402,3668,708,0,0,1,0,0.504156945254562
ACC04104,0.7370496048133266,5.0,7.0,5.0,36611.19439871307,4657,406,0,0,1,0,0.504156945254562
ACC04199,0.8378980371507552,5.0,7.0,5.0,30327.717523565676,5073,591,0,0,1,0,0.504156945254562
ACC04389,1.2423343419143145,5.0,7.0,5.0,39541.37757070254,6803,545,0,0,1,0,0.504156945254562
ACC04445,1.0337673151509186,5.0,7.0,5.0,27120.798148611455,6803,545,0,0,1,0,0.504156945254562
ACC04611,1.0399803539241603,5.0,7.0,5.0,67517.74007731098,6870,959,0,0,1,0,0.504156945254562
ACC04696,1.4852624579910034,5.0,7.0,5.0,74884.93251795143,6870,959,0,0,1,0,0.504156945254562
ACC04938,0.9436887912805969,5.0,7.0,5.0,72526.19073709387,6803,545,0,0,1,0,0.504156945254562
ACC04960,0.6782368599816108,5.0,7.0,5.0,38081.487993225746,7356,726,0,0,1,0,0.504156945254562
ACC05012,1.2296347544605333,5.0,7.0,5.0,38896.750890937394,7266,168,0,0,1,0,0.504156945254562
ACC05074,0.7902288469786838,5.0,7.0,5.0,53567.57353928656,5018,678,0,0,1,0,0.504156945254562
ACC03073,1.5489894819609165,5.0,7.0,5.0,45643.373547950956,3568,865,0,0,1,0,0.504156945254562
ACC03294,0.5892295175370292,5.0,7.0,5.0,31233.177379711367,8492,679,0,0,1,0,0.504156945254562
ACC03382,1.527914517115366,5.0,7.0,5.0,49592.99164073294,5073,591,0,0,1,0,0.504156945254562
ACC03722,0.5814960553509337,5.0,7.0,5.0,36062.18478923247,7266,168,0,0,1,0,0.504156945254562
ACC03760,0.7391504426008724,5.0,7.0,5.0,42364.63472716239,2535,424,0,0,1,0,0.504156945254562
ACC03784,0.8974917428475154,5.0,7.0,5.0,51875.46526297321,3568,865,0,0,1,0,0.504156945254562
ACC03826,0.7631750558801498,5.0,7.0,5.0,28835.894165260514,5077,376,0,0,1,0,0.504156945254562
ACC03885,0.8951639789986863,5.0,7.0,5.0,48219.31256809046,6870,959,0,0,1,0,0.504156945254562
ACC06291,0.6690930386159807,5.0,7.0,5.0,30539.075342478496,3668,708,0,0,1,0,0.504156945254562
ACC06306,0.8604080540701208,5.0,7.0,5.0,55243.13426307926,8492,679,0,0,1,0,0.504156945254562
ACC06330,0.9606155975934934,5.0,7.0,5.0,40624.61471671771,6870,959,0,0,1,0,0.504156945254562
ACC06404,0.5656759369681521,5.0,7.0,5.0,50917.31136812341,8946,401,0,0,1,0,0.504156945254562
ACC06447,0.44021319233653655,5.0,7.0,5.0,34543.1241585065,9101,344,0,0,1,0,0.504156945254562
ACC06466,0.6584955450433506,5.0,7.0,5.0,30287.55346564919,5073,591,0,0,1,0,0.504156945254562
ACC06808,0.9104460206492255,5.0,7.0,5.0,65261.605073940525,3668,708,0,0,1,0,0.504156945254562
ACC06991,0.8177869055503856,5.0,7.0,5.0,58499.541489557305,8946,401,0,0,1,0,0.504156945254562
ACC07097,1.1462121934682372,5.0,7.0,5.0,37834.77516029544,3792,232,0,0,1,0,0.504156945254562
ACC00057,0.9708695197206227,5.0,7.0,5.0,53207.74602051623,7266,168,0,0,1,0,0.504156945254562
ACC00138,0.7287250647790107,5.0,7.0,5.0,70757.6050215135,5073,591,0,0,1,0,0.504156945254562
ACC00201,1.0367872643259062,5.0,7.0,5.0,51452.527717023135,1453,312,0,0,1,0,0.504156945254562
ACC00228,1.1131977744690253,5.0,7.0,5.0,48710.760176432086,4657,406,0,0,1,0,0.504156945254562
ACC00321,1.4286334174767896,5.0,7.0,5.0,71049.77218382715,6200,433,0,0,1,0,0.504156945254562
ACC00379,0.817866655532047,5.0,7.0,5.0,20101.835818990698,7356,726,0,0,1,0,0.504156945254562
ACC00428,1.0576051006163623,5.0,7.0,5.0,70933.89558472605,6870,959,0,0,1,0,0.504156945254562
ACC00674,1.0336882562384806,5.0,7.0,5.0,56157.5348903141,7356,726,0,0,1,0,0.504156945254562
ACC00719,1.7835244493583953,5.0,7.0,5.0,73000.02541511298,5073,591,0,0,1,0,0.504156945254562
ACC00934,0.6338865864946681,5.0,7.0,5.0,45218.803447748134,6803,545,0,0,1,0,0.504156945254562
ACC00972,1.0532979031881826,5.0,7.0,5.0,95397.86592192743,3792,232,0,0,1,0,0.504156945254562
ACC05137,1.0527717367994065,5.0,7.0,5.0,40714.49913600092,8946,401,0,0,1,0,0.504156945254562
ACC05408,0.8608108826092067,5.0,7.0,5.0,54604.53164238276,5018,678,0,0,1,0,0.504156945254562
ACC05494,0.8214645171762605,5.0,7.0,5.0,53536.83355833217,1773,90,0,0,1,0,0.504156945254562
ACC05752,1.011301730105865,5.0,7.0,5.0,64527.19993009444,5826,257,0,0,1,0,0.504156945254562
ACC05761,0.9325954432290413,5.0,7.0,5.0,51017.20951088243,7266,168,0,0,1,0,0.504156945254562
ACC05772,0.8158565008237989,5.0,7.0,5.0,24859.455274278658,1453,312,0,0,1,0,0.504156945254562
ACC05789,1.0742433391503654,5.0,7.0,5.0,36316.38199683088,7356,726,0,0,1,0,0.504156945254562
ACC05942,0.7567080941564857,5.0,7.0,5.0,44870.69710681589,3568,865,0,0,1,0,0.504156945254562
ACC06106,0.8401966213892831,5.0,7.0,5.0,40594.62448912174,5018,678,0,0,1,0,0.504156945254562
ACC01083,1.0758662086706274,5.0,7.0,5.0,41512.96792684055,5826,257,0,0,1,0,0.504156945254562
ACC01198,1.558170807321675,5.0,7.0,5.0,77353.36260772431,3568,865,0,0,1,0,0.504156945254562
ACC01241,1.1182267404079118,5.0,7.0,5.0,81543.31434241001,8492,679,0,0,1,0,0.504156945254562
ACC01304,1.2034719873107962,5.0,7.0,5.0,59827.84411224677,5077,376,0,0,1,0,0.504156945254562
ACC01364,1.2622252912183023,5.0,7.0,5.0,56590.30374427018,8946,401,0,0,1,0,0.504156945254562
ACC01471,0.4981026798115801,5.0,7.0,5.0,29051.94032668899,4657,406,0,0,1,0,0.504156945254562
ACC01741,0.72235247263457,5.0,7.0,5.0,39528.33178312832,5077,376,0,0,1,0,0.504156945254562
ACC01849,0.7435091999525559,5.0,7.0,5.0,34743.50198555619,5073,591,0,0,1,0,0.504156945254562
ACC01983,0.7107359381194547,5.0,7.0,5.0,32923.65841685471,5018,678,0,0,1,0,0.504156945254562
ACC02021,1.496844748821357,5.0,7.0,5.0,87049.90024005328,5615,410,0,0,1,0,0.504156945254562
ACC08211,0.8739214648629823,5.0,7.0,5.0,50026.932049418545,3668,708,0,0,1,0,0.504156945254562
ACC08310,1.1241640109181588,5.0,7.0,5.0,51973.282526996605,5077,376,0,0,1,0,0.504156945254562
ACC08311,0.950275010690322,5.0,7.0,5.0,48503.28792979749,8492,679,0,0,1,0,0.504156945254562
ACC08385,0.8596729377694731,5.0,7.0,5.0,57335.10105168668,3668,708,0,0,1,0,0.504156945254562
ACC08428,1.1721965733234467,5.0,7.0,5.0,73074.41834446954,5018,678,0,0,1,0,0.504156945254562
ACC08436,1.0929648232889366,5.0,7.0,5.0,55024.89754666198,6803,545,0,0,1,0,0.504156945254562
ACC08456,0.8555222039875432,5.0,7.0,5.0,46445.01096425241,4657,406,0,0,1,0,0.504156945254562
ACC08570,1.5642160871700979,5.0,7.0,5.0,24992.456977412152,3668,708,0,0,1,0,0.504156945254562
ACC08610,1.6366343812304571,5.0,7.0,5.0,59406.0919061797,3568,865,0,0,1,0,0.504156945254562
ACC08742,1.2906810726557634,5.0,7.0,5.0,95489.91150246392,3668,708,0,0,1,0,0.504156945254562
ACC08778,0.5961476179319081,5.0,7.0,5.0,46545.75629871535,7356,726,0,0,1,0,0.504156945254562
ACC08818,1.094343624153271,5.0,7.0,5.0,25399.9437252315,6803,545,0,0,1,0,0.504156945254562
ACC08901,1.1601577068634146,5.0,7.0,5.0,44276.63923747955,6870,959,0,0,1,0,0.504156945254562
ACC08921,1.3071511868858903,5.0,7.0,5.0,22176.10360642379,5073,591,0,0,1,0,0.504156945254562
ACC08938,0.8504258495068016,5.0,7.0,5.0,32452.32556117937,8946,401,0,0,1,0,0.504156945254562
ACC09128,2.3877874190883634,5.0,7.0,5.0,87853.16890631433,3568,865,0,0,1,0,0.504156945254562
ACC09333,1.5847635483119968,5.0,7.0,5.0,75088.78611753875,1651,133,0,0,1,0,0.504156945254562
ACC09388,1.2962129243587865,5.0,7.0,5.0,62759.160963938026,8492,679,0,0,1,0,0.504156945254562
ACC09445,0.8368755556141738,5.0,7.0,5.0,36796.25588968449,6803,545,0,0,1,0,0.504156945254562
ACC09756,1.406239207046677,5.0,7.0,5.0,42510.67687648906,5073,591,0,0,1,0,0.504156945254562
ACC09829,1.036800214716848,5.0,7.0,5.0,47279.388296446465,8492,679,0,0,1,0,0.504156945254562
ACC09885,0.8457594872157074,5.0,7.0,5.0,48870.7935870444,6803,545,0,0,1,0,0.504156945254562
ACC09914,0.8718151491860662,5.0,7.0,5.0,39993.0892095688,5826,257,0,0,1,0,0.504156945254562
ACC09292,1.9056340427698233,6.0,5.0,6.0,51331.24830829083,3668,708,0,0,1,0,0.5040991728024725
ACC09432,0.8668471430625944,6.0,5.0,6.0,53854.09173019503,3568,865,0,0,1,0,0.5040991728024725
ACC09675,0.8633010689711961,6.0,5.0,6.0,26591.589486423898,3668,708,0,0,1,0,0.5040991728024725
ACC09718,0.5606364024279024,6.0,5.0,6.0,55329.602385157195,8946,401,0,0,1,0,0.5040991728024725
ACC09749,0.5959830220624247,6.0,5.0,6.0,43304.48201022599,4657,406,0,0,1,0,0.5040991728024725
ACC09783,0.9862404802123308,6.0,5.0,6.0,32771.91178950755,6870,959,0,0,1,0,0.5040991728024725
ACC09785,1.0931949252797628,6.0,5.0,6.0,38557.256314706625,6870,959,0,0,1,0,0.5040991728024725
ACC09814,0.5981138533511694,6.0,5.0,6.0,34234.27317710058,3668,708,0,0,1,0,0.5040991728024725
ACC09823,0.9350624559402475,6.0,5.0,6.0,57242.69037644022,3668,708,0,0,1,0,0.5040991728024725
ACC09835,1.828036052740303,6.0,5.0,6.0,50838.98363548607,9101,344,0,0,1,0,0.5040991728024725
ACC09856,1.4617571511731051,6.0,5.0,6.0,48651.44576806802,7356,726,0,0,1,0,0.5040991728024725
ACC09865,0.6908094505761353,6.0,5.0,6.0,45240.41309666088,1651,133,0,0,1,0,0.5040991728024725
ACC09876,0.652996775863979,6.0,5.0,6.0,27996.62892665876,5073,591,0,0,1,0,0.5040991728024725
ACC00016,1.0155670663141483,6.0,5.0,6.0,72564.88554963625,3568,865,0,0,1,0,0.5040991728024725
ACC00176,0.3330463816268896,6.0,5.0,6.0,19708.2832956343,8492,679,0,0,1,0,0.5040991728024725
ACC00258,0.38114967843059405,6.0,5.0,6.0,13887.203673080365,5826,257,0,0,1,0,0.5040991728024725
ACC00311,0.5733757203812684,6.0,5.0,6.0,64870.11516387508,5018,678,0,0,1,0,0.5040991728024725
ACC00313,1.0663898535471557,6.0,5.0,6.0,27406.21505361369,5073,591,0,0,1,0,0.5040991728024725
ACC00386,0.6608214618532224,6.0,5.0,6.0,53488.20558803639,7356,726,0,0,1,0,0.5040991728024725
ACC00405,1.6439685060765166,6.0,5.0,6.0,47585.64377651347,7356,726,0,0,1,0,0.5040991728024725
ACC00557,0.6999249990991793,6.0,5.0,6.0,60919.83269290624,3568,865,0,0,1,0,0.5040991728024725
ACC00596,0.7827911165479807,6.0,5.0,6.0,49168.05366984754,6717,53,0,0,1,0,0.5040991728024725
ACC00696,0.9404162171538107,6.0,5.0,6.0,58650.50894711819,5073,591,0,0,1,0,0.5040991728024725
ACC00698,0.7364496365539294,6.0,5.0,6.0,23121.548220602304,6870,959,0,0,1,0,0.5040991728024725
ACC04120,1.0084616226712428,6.0,5.0,6.0,76229.5451253882,5077,376,0,0,1,0,0.5040991728024725
ACC04306,1.1337168526281998,6.0,5.0,6.0,74236.83085847777,3668,708,0,0,1,0,0.5040991728024725
ACC04345,0.6438776301622346,6.0,5.0,6.0,53709.2277869796,2535,424,0,0,1,0,0.5040991728024725
ACC04378,1.3228552397992617,6.0,5.0,6.0,116075.21202326517,1453,312,0,0,1,0,0.5040991728024725
ACC04407,0.514724833532825,6.0,5.0,6.0,27591.264357726945,6803,545,0,0,1,0,0.5040991728024725
ACC04616,0.5723869044426912,6.0,5.0,6.0,27974.99968835024,3668,708,0,0,1,0,0.5040991728024725
ACC04628,0.51549974965985,6.0,5.0,6.0,32069.596940668784,7266,168,0,0,1,0,0.5040991728024725
ACC04631,0.5644890761387742,6.0,5.0,6.0,24022.377834764156,6200,433,0,0,1,0,0.5040991728024725
ACC04833,0.6434852546266625,6.0,5.0,6.0,46139.19297738579,9101,344,0,0,1,0,0.5040991728024725
ACC04870,0.6792326016220539,6.0,5.0,6.0,32119.628123651335,5018,678,0,0,1,0,0.5040991728024725
ACC04943,0.8542884849976116,6.0,5.0,6.0,42194.72192188395,5073,591,0,0,1,0,0.5040991728024725
ACC04995,0.5361695079730207,6.0,5.0,6.0,19703.936628974476,6870,959,0,0,1,0,0.5040991728024725
ACC05021,0.8631979320283238,6.0,5.0,6.0,49731.51554279484,5018,678,0,0,1,0,0.5040991728024725
ACC05035,1.1799434086888434,6.0,5.0,6.0,62918.39676297382,1453,312,0,0,1,0,0.5040991728024725
ACC05093,0.7202702296432378,6.0,5.0,6.0,35085.159436517075,6803,545,0,0,1,0,0.5040991728024725
ACC07172,0.5229452845761985,6.0,5.0,6.0,22416.113172764908,9101,344,0,0,1,0,0.5040991728024725
ACC07204,0.4574377475242772,6.0,5.0,6.0,42194.404510019696,5077,376,0,0,1,0,0.5040991728024725
ACC07313,0.8212752583015186,6.0,5.0,6.0,78838.3432792096,3038,126,0,0,1,0,0.5040991728024725
ACC07353,0.5741077840228948,6.0,5.0,6.0,41848.297035958574,6075,63,0,0,1,0,0.5040991728024725
ACC07401,1.1420218844342938,6.0,5.0,6.0,64747.09964786703,7356,726,0,0,1,0,0.5040991728024725
ACC07412,0.98172999698932,6.0,5.0,6.0,56734.51141407895,3668,708,0,0,1,0,0.5040991728024725
ACC07440,1.0078430515788208,6.0,5.0,6.0,52664.63823889883,2535,424,0,0,1,0,0.5040991728024725
ACC07479,0.6176627316352948,6.0,5.0,6.0,31610.943671569737,3568,865,0,0,1,0,0.5040991728024725
ACC07515,0.9138879204476371,6.0,5.0,6.0,34908.45996936957,3668,708,0,0,1,0,0.5040991728024725
ACC07646,1.061644324838801,6.0,5.0,6.0,66355.69040532687,6870,959,0,0,1,0,0.5040991728024725
ACC07668,0.8347137835639913,6.0,5.0,6.0,64848.218768366634,7356,726,0,0,1,0,0.5040991728024725
ACC07711,1.075748826528928,6.0,5.0,6.0,41006.314901209545,3568,865,0,0,1,0,0.5040991728024725
ACC07724,0.8010827691812789,6.0,5.0,6.0,50734.62506573814,6200,433,0,0,1,0,0.5040991728024725
ACC07772,0.9836127479016223,6.0,5.0,6.0,66613.62265462856,6200,433,0,0,1,0,0.5040991728024725
ACC07775,0.8751493056945935,6.0,5.0,6.0,58002.14332782466,3668,708,0,0,1,0,0.5040991728024725
ACC07795,0.564182967191603,6.0,5.0,6.0,47109.61888746006,8492,679,0,0,1,0,0.5040991728024725
ACC07815,0.4023990671622394,6.0,5.0,6.0,23503.52040981996,1773,90,0,0,1,0,0.5040991728024725
ACC07878,0.6327355405477538,6.0,5.0,6.0,42982.79132770022,5018,678,0,0,1,0,0.5040991728024725
ACC07932,1.5159565525519332,6.0,5.0,6.0,45503.36435300545,1773,90,0,0,1,0,0.5040991728024725
ACC07982,0.594755975155679,6.0,5.0,6.0,27534.239517924165,6803,545,0,0,1,0,0.5040991728024725
ACC08075,0.7483509696378511,6.0,5.0,6.0,58876.92853410413,5615,410,0,0,1,0,0.5040991728024725
ACC08106,0.9385590911151489,6.0,5.0,6.0,28681.693072137383,3668,708,0,0,1,0,0.5040991728024725
ACC02089,0.509438804160226,6.0,5.0,6.0,29426.094490597407,6803,545,0,0,1,0,0.5040991728024725
ACC02104,0.6778125081172756,6.0,5.0,6.0,26731.602820547512,5077,376,0,0,1,0,0.5040991728024725
ACC02128,0.573159390374247,6.0,5.0,6.0,41417.63013955776,9101,344,0,0,1,0,0.5040991728024725
ACC02155,0.9285576493689015,6.0,5.0,6.0,65154.52773234653,6803,545,0,0,1,0,0.5040991728024725
ACC02244,0.600098248112602,6.0,5.0,6.0,27161.35474093615,5018,678,0,0,1,0,0.5040991728024725
ACC02258,0.6997515448694452,6.0,5.0,6.0,46264.42037708903,3668,708,0,0,1,0,0.5040991728024725
ACC02293,0.5245331259815718,6.0,5.0,6.0,55145.55737365445,6870,959,0,0,1,0,0.5040991728024725
ACC02372,0.7703769786575165,6.0,5.0,6.0,48717.887968880816,4657,406,0,0,1,0,0.5040991728024725
ACC02433,0.5922943513877071,6.0,5.0,6.0,33630.37826067271,5073,591,0,0,1,0,0.5040991728024725
ACC02489,0.7560833772712295,6.0,5.0,6.0,42846.395838306016,6803,545,0,0,1,0,0.5040991728024725
ACC02546,0.5719299450703145,6.0,5.0,6.0,17768.653184468076,9101,344,0,0,1,0,0.5040991728024725
ACC02912,0.4466673914352537,6.0,5.0,6.0,45755.58066166579,5073,591,0,0,1,0,0.5040991728024725
ACC06662,0.7177785223352656,6.0,5.0,6.0,33826.75163606936,5073,591,0,0,1,0,0.5040991728024725
ACC06664,0.7242918350704137,6.0,5.0,6.0,47597.81820497174,8492,679,0,0,1,0,0.5040991728024725
ACC06687,0.702648266986708,6.0,5.0,6.0,43525.57216199118,3792,232,0,0,1,0,0.5040991728024725
ACC06828,0.5287898920073827,6.0,5.0,6.0,41987.17912698261,3568,865,0,0,1,0,0.5040991728024725
ACC06829,0.6751826511828722,6.0,5.0,6.0,30186.17306421563,7356,726,0,0,1,0,0.5040991728024725
ACC06930,0.6106645202291932,6.0,5.0,6.0,42483.27329686975,8492,679,0,0,1,0,0.5040991728024725
ACC06934,0.7892141410449174,6.0,5.0,6.0,33745.57520423462,5073,591,0,0,1,0,0.5040991728024725
ACC07002,0.6452901345429054,6.0,5.0,6.0,52815.8712843121,8492,679,0,0,1,0,0.5040991728024725
ACC07101,0.8176262593913006,6.0,5.0,6.0,33397.487329055926,7266,168,0,0,1,0,0.5040991728024725
ACC07131,0.6730462055068762,6.0,5.0,6.0,42867.526386803496,4657,406,0,0,1,0,0.5040991728024725
ACC03098,1.1470348174175269,6.0,5.0,6.0,40753.46818691248,3568,865,0,0,1,0,0.5040991728024725
ACC03176,1.2631915326832501,6.0,5.0,6.0,36512.909848133204,8492,679,0,0,1,0,0.5040991728024725
ACC03199,0.9192803322610005,6.0,5.0,6.0,42001.46991817673,8946,401,0,0,1,0,0.5040991728024725
ACC03266,1.3341909328382502,6.0,5.0,6.0,65121.902154387295,7356,726,0,0,1,0,0.5040991728024725
ACC03351,1.1103003643030058,6.0,5.0,6.0,40493.336835983886,7356,726,0,0,1,0,0.5040991728024725
ACC03370,0.8147574919832112,6.0,5.0,6.0,41290.91182997787,5073,591,0,0,1,0,0.5040991728024725
ACC03541,0.6131976761482073,6.0,5.0,6.0,38193.24491446906,8492,679,0,0,1,0,0.5040991728024725
ACC03697,0.8418546116984058,6.0,5.0,6.0,73783.64435213924,5073,591,0,0,1,0,0.5040991728024725
ACC03709,0.5119327788363685,6.0,5.0,6.0,39534.74051845426,9101,344,0,0,1,0,0.5040991728024725
ACC03797,1.5002415374995193,6.0,5.0,6.0,44544.12808054929,6803,545,0,0,1,0,0.5040991728024725
ACC03902,0.6017299394063071,6.0,5.0,6.0,21028.743094390135,4657,406,0,0,1,0,0.5040991728024725
ACC03965,0.7275611663239503,6.0,5.0,6.0,49284.28372917345,5073,591,0,0,1,0,0.5040991728024725
ACC08213,1.1174423317853421,6.0,5.0,6.0,52365.7303974306,5018,678,0,0,1,0,0.5040991728024725
ACC08332,0.6249744394861185,6.0,5.0,6.0,21470.024172351194,2535,424,0,0,1,0,0.5040991728024725
ACC08584,0.9648956404693174,6.0,5.0,6.0,53806.5579848028,5018,678,0,0,1,0,0.5040991728024725
ACC08773,0.6021114915552803,6.0,5.0,6.0,22974.451644982208,6870,959,0,0,1,0,0.5040991728024725
ACC08849,0.9807926526357906,6.0,5.0,6.0,49504.97959991963,6803,545,0,0,1,0,0.5040991728024725
ACC09031,0.6066671680313658,6.0,5.0,6.0,56516.82651314897,1773,90,0,0,1,0,0.5040991728024725
ACC09109,0.6136966799234835,6.0,5.0,6.0,35973.802248052925,8946,401,0,0,1,0,0.5040991728024725
ACC05139,1.2502614917963066,6.0,5.0,6.0,52980.27211066072,3568,865,0,0,1,0,0.5040991728024725
ACC05174,0.6119052303191171,6.0,5.0,6.0,67199.67576805186,9101,344,0,0,1,0,0.5040991728024725
ACC05198,0.81555367763108,6.0,5.0,6.0,49827.025001460104,5018,678,0,0,1,0,0.5040991728024725
ACC05239,0.44952451489632667,6.0,5.0,6.0,38066.54005732362,7266,168,0,0,1,0,0.5040991728024725
ACC05320,1.0103636515793792,6.0,5.0,6.0,43916.65876024341,7356,726,0,0,1,0,0.5040991728024725
ACC05471,1.040674107463049,6.0,5.0,6.0,82207.50230277714,9101,344,0,0,1,0,0.5040991728024725
ACC05527,0.9559581485318583,6.0,5.0,6.0,46007.93447843812,7266,168,0,0,1,0,0.5040991728024725
ACC05591,0.7379241451788432,6.0,5.0,6.0,44231.24190623024,6870,959,0,0,1,0,0.5040991728024725
ACC05644,0.9003303827216973,6.0,5.0,6.0,63422.54120842183,5018,678,0,0,1,0,0.5040991728024725
ACC05697,1.1063801593024805,6.0,5.0,6.0,54639.29646778123,3668,708,0,0,1,0,0.5040991728024725
ACC05735,0.4201539765783125,6.0,5.0,6.0,28400.423052546535,7356,726,0,0,1,0,0.5040991728024725
ACC05771,0.8232336372089895,6.0,5.0,6.0,50095.22302287329,1651,133,0,0,1,0,0.5040991728024725
ACC05833,0.670419709702071,6.0,5.0,6.0,31394.62838883817,3568,865,0,0,1,0,0.5040991728024725
ACC05875,0.639317287705764,6.0,5.0,6.0,28852.472853084644,9101,344,0,0,1,0,0.5040991728024725
ACC05898,0.7783300131359181,6.0,5.0,6.0,32564.154743635845,5615,410,0,0,1,0,0.5040991728024725
ACC05999,0.5076741175084909,6.0,5.0,6.0,25926.694767512894,6870,959,0,0,1,0,0.5040991728024725
ACC06070,0.872340267212794,6.0,5.0,6.0,63297.60708539812,5018,678,0,0,1,0,0.5040991728024725
